Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
654.8,33.3575,32.7798,32.2332,31.7185,31.2367,30.7886,30.375,29.9966,29.654,29.3478,29.0785,28.8466,28.6524,28.4963,28.3786,28.2995,28.2592,28.2579,28.2957,28.3725,28.4885,28.6435,28.8376,29.0705,29.342,29.652,30,30.3858,30.8088,31.2687,31.7647,32.2962,32.8626,33.4628,34.096,34.7611,35.457,36.1825,36.9362,37.7167,38.5224
666.668,33.9213,33.3631,32.8349,32.3374,31.8717,31.4386,31.0388,30.673,30.3419,30.046,29.7859,29.5621,29.3749,29.2248,29.112,29.0368,28.9994,28.9999,29.0385,29.1151,29.2298,29.3825,29.5731,29.8014,30.0671,30.3701,30.7098,31.0859,31.4979,31.9452,32.4272,32.9432,33.4923,34.0737,34.6864,35.3293,36.0014,36.7014,37.428,38.1798,38.9554
678.536,34.4659,33.9267,33.4163,32.9357,32.4858,32.0674,31.6812,31.328,31.0083,30.7228,30.472,30.2563,30.0762,29.9321,29.8243,29.7529,29.7183,29.7205,29.7596,29.8357,29.9487,30.0986,30.2852,30.5083,30.7677,31.0629,31.3936,31.7594,32.1598,32.594,33.0615,33.5616,34.0933,34.6558,35.2482,35.8694,36.5182,37.1935,37.8941,38.6185,39.3655
690.403,34.9928,34.4718,33.9788,33.5147,33.0802,32.6762,32.3034,31.9624,31.654,31.3787,31.137,30.9294,30.7563,30.6181,30.515,30.4473,30.4153,30.4189,30.4584,30.5336,30.6447,30.7914,30.9736,31.1912,31.4437,31.7308,32.0522,32.4074,32.7958,33.2168,33.6697,34.1537,34.6681,35.212,35.7844,36.3843,37.0106,37.6621,38.3376,39.0359,39.7556
702.271,35.5028,34.9996,34.5234,34.0752,33.6557,33.2656,32.9058,32.5769,32.2795,32.0141,31.7813,31.5816,31.4152,31.2827,31.1842,31.1199,31.0902,31.0951,31.1346,31.2088,31.3176,31.4609,31.6385,31.8502,32.0957,32.3746,32.6865,33.0309,33.4072,33.8149,34.2533,34.7215,35.2189,35.7445,36.2974,36.8766,37.481,38.1096,38.7611,39.4342,40.1278
714.138,35.9966,35.5105,35.0507,34.6179,34.2129,33.8364,33.4892,33.172,32.8852,32.6294,32.4052,32.213,32.0532,31.926,31.8318,31.7709,31.7433,31.7491,31.7885,31.8614,31.9678,32.1075,32.2803,32.486,32.7244,32.9949,33.2972,33.6309,33.9953,34.3898,34.8139,35.2666,35.7473,36.2551,36.789,37.3481,37.9315,38.5379,39.1662,39.8153,40.484
726.006,36.4747,36.0053,35.5612,35.1433,34.7523,34.389,34.054,33.748,33.4715,33.225,33.0091,32.8242,32.6705,32.5485,32.4584,32.4004,32.3747,32.3814,32.4205,32.4919,32.5957,32.7317,32.8996,33.0993,33.3305,33.5927,33.8855,34.2085,34.5611,34.9428,35.3527,35.7903,36.2547,36.7452,37.2607,37.8004,38.3634,38.9484,39.5545,40.1805,40.8253
737.873,36.9375,36.4841,36.0553,35.6519,35.2745,34.9239,34.6007,34.3055,34.0389,33.8014,33.5934,33.4154,33.2676,33.1505,33.0643,33.0091,32.9851,32.9923,33.0309,33.1008,33.2019,33.3341,33.4971,33.6908,33.9148,34.1688,34.4523,34.7648,35.1058,35.4748,35.871,36.2938,36.7424,37.2161,37.7138,38.2348,38.778,39.3425,39.9272,40.531,41.1527
749.741,37.3853,36.9476,36.5336,36.1441,35.7798,35.4415,35.1296,34.8449,34.5878,34.3589,34.1585,33.9871,33.8451,33.7326,33.6499,33.5973,33.5748,33.5825,33.6205,33.6888,33.7871,33.9155,34.0736,34.2613,34.4782,34.724,34.9983,35.3006,35.6303,35.9869,36.3698,36.7783,37.2115,37.6688,38.1494,38.6522,39.1764,39.7211,40.2852,40.8676,41.4673
761.608,37.8187,37.396,36.9963,36.6203,36.2687,35.9421,35.6413,35.3666,35.1187,34.898,34.705,34.5399,34.4032,34.2951,34.2159,34.1656,34.1445,34.1526,34.1899,34.2563,34.3519,34.4764,34.6297,34.8115,35.0215,35.2593,35.5246,35.8168,36.1355,36.4801,36.85,37.2445,37.6629,38.1045,38.5683,39.0537,39.5596,40.0852,40.6294,41.1912,41.7697
773.476,38.2379,37.8297,37.4438,37.0808,36.7415,36.4264,36.1361,35.8711,35.632,35.4193,35.2332,35.0743,34.9427,34.8387,34.7627,34.7146,34.6947,34.703,34.7395,34.8042,34.897,35.0177,35.1662,35.3422,35.5454,35.7754,36.0319,36.3143,36.6223,36.9552,37.3125,37.6935,38.0975,38.5238,38.9716,39.44,39.9283,40.4354,40.9605,41.5026,42.0606
785.343,38.6432,38.2491,37.8766,37.5262,37.1987,36.8946,36.6144,36.3588,36.1283,35.9231,35.7438,35.5906,35.4639,35.3639,35.2909,35.2449,35.2261,35.2346,35.2702,35.3331,35.4231,35.5401,35.6838,35.8541,36.0506,36.273,36.5209,36.7939,37.0914,37.413,37.7581,38.126,38.5161,38.9276,39.3598,39.812,40.2832,40.7726,41.2792,41.8022,42.3406
797.211,39.0351,38.6546,38.295,37.9568,37.6406,37.3471,37.0769,36.8303,36.6078,36.41,36.2371,36.0895,35.9675,35.8713,35.8011,35.757,35.7392,35.7477,35.7825,35.8436,35.9308,36.0441,36.1832,36.3479,36.5379,36.7529,36.9924,37.2562,37.5436,37.8542,38.1875,38.5427,38.9193,39.3166,39.7338,40.1702,40.625,41.0972,41.5861,42.0908,42.6102
809.078,39.4139,39.0466,38.6994,38.3729,38.0678,37.7846,37.5237,37.2858,37.0713,36.8805,36.7138,36.5715,36.454,36.3613,36.2938,36.2516,36.2347,36.2432,36.2771,36.3363,36.4208,36.5305,36.665,36.8243,37.0079,37.2157,37.4472,37.7019,37.9796,38.2796,38.6014,38.9443,39.3079,39.6914,40.0942,40.5153,40.9542,41.41,41.8818,42.3687,42.8699
820.946,39.78,39.4254,39.0902,38.7751,38.4806,38.2072,37.9556,37.726,37.519,37.335,37.1742,37.0371,36.9238,36.8346,36.7697,36.7291,36.7131,36.7215,36.7545,36.8119,36.8937,36.9998,37.1299,37.2838,37.4613,37.6621,37.8857,38.1318,38.4,38.6896,39.0003,39.3315,39.6825,40.0527,40.4414,40.8479,41.2715,41.7113,42.1666,42.6365,43.1201
832.813,40.1337,39.7914,39.4679,39.1637,38.8794,38.6156,38.3727,38.1512,37.9515,37.774,37.619,37.4867,37.3776,37.2916,37.2291,37.1902,37.1749,37.1833,37.2153,37.2709,37.3501,37.4527,37.5785,37.7273,37.8988,38.0927,38.3087,38.5464,38.8054,39.0851,39.3851,39.7048,40.0436,40.401,40.7762,41.1685,41.5773,42.0018,42.4412,42.8946,43.3613
844.681,40.4755,40.145,39.8327,39.5391,39.2647,39.0101,38.7757,38.562,38.3693,38.1981,38.0485,37.921,37.8158,37.733,37.6728,37.6354,37.6208,37.629,37.6601,37.714,37.7906,37.8898,38.0113,38.1551,38.3208,38.5081,38.7168,38.9463,39.1964,39.4664,39.7561,40.0647,40.3918,40.7368,41.0989,41.4776,41.8722,42.2818,42.7058,43.1434,43.5937
856.549,40.8056,40.4866,40.1852,39.9017,39.6369,39.3912,39.165,38.9587,38.7728,38.6076,38.4634,38.3404,38.2389,38.1591,38.1012,38.0652,38.0512,38.0593,38.0894,38.1416,38.2157,38.3116,38.4291,38.568,38.728,38.9089,39.1104,39.3321,39.5735,39.8343,40.1139,40.4119,40.7276,41.0606,41.4101,41.7757,42.1564,42.5518,42.961,43.3833,43.8179
868.416,41.1245,40.8165,40.5256,40.252,39.9964,39.7592,39.5409,39.3419,39.1625,39.0031,38.8639,38.7453,38.6475,38.5705,38.5147,38.4801,38.4667,38.4746,38.5039,38.5543,38.626,38.7186,38.8321,38.9663,39.1209,39.2957,39.4902,39.7042,39.9374,40.1891,40.459,40.7467,41.0515,41.3729,41.7103,42.0631,42.4306,42.8122,43.2071,43.6146,44.034
891.265,41.6991,41.4111,41.139,40.8832,40.6442,40.4224,40.2183,40.0323,39.8646,39.7156,39.5856,39.4748,39.3834,39.3116,39.2595,39.2273,39.215,39.2225,39.25,39.2974,39.3645,39.4513,39.5576,39.6832,39.8279,39.9915,40.1735,40.3738,40.5919,40.8274,41.0799,41.3489,41.6339,41.9345,42.25,42.5799,42.9235,43.2803,43.6495,44.0305,44.4226
914.113,42.2369,41.9676,41.7131,41.4739,41.2504,41.043,40.8522,40.6783,40.5215,40.3822,40.2607,40.1572,40.0718,40.0048,39.9562,39.9262,39.9147,39.9219,39.9478,39.9922,40.0551,40.1363,40.2359,40.3534,40.4889,40.6419,40.8122,40.9995,41.2035,41.4238,41.66,41.9115,42.1781,42.4592,42.7542,43.0627,43.384,43.7176,44.0628,44.419,44.7856
936.962,42.74,42.4882,42.2502,42.0265,41.8175,41.6236,41.4452,41.2826,41.1361,41.0059,40.8923,40.7956,40.7158,40.6532,40.6078,40.5798,40.5692,40.576,40.6002,40.6418,40.7007,40.7768,40.87,40.98,41.1067,41.2498,41.4092,41.5844,41.7752,41.9812,42.2021,42.4374,42.6867,42.9495,43.2254,43.5138,43.8143,44.1262,44.449,44.782,45.1248
959.811,43.2107,42.9752,42.7527,42.5435,42.3481,42.1668,42,41.8479,41.7109,41.5892,41.4831,41.3926,41.3181,41.2596,41.2172,41.1911,41.1812,41.1877,41.2104,41.2493,41.3045,41.3757,41.4628,41.5658,41.6843,41.8182,41.9672,42.1311,42.3096,42.5023,42.7088,42.9289,43.162,43.4078,43.6658,43.9355,44.2164,44.5081,44.8099,45.1213,45.4417
982.659,43.6511,43.4308,43.2227,43.0271,42.8444,42.6749,42.5189,42.3767,42.2486,42.1349,42.0356,41.9511,41.8814,41.8267,41.7872,41.7628,41.7536,41.7596,41.7809,41.8174,41.869,41.9356,42.0172,42.1134,42.2243,42.3496,42.489,42.6423,42.8092,42.9894,43.1825,43.3883,43.6063,43.8361,44.0774,44.3296,44.5923,44.865,45.1472,45.4383,45.738
1.01E+03,44.0629,43.8569,43.6623,43.4794,43.3086,43.1501,43.0042,42.8713,42.7515,42.6452,42.5524,42.4733,42.4082,42.3571,42.3201,42.2974,42.2888,42.2945,42.3144,42.3486,42.3969,42.4592,42.5355,42.6255,42.7292,42.8464,42.9768,43.1201,43.2762,43.4447,43.6254,43.8178,44.0216,44.2366,44.4621,44.698,44.9436,45.1986,45.4625,45.7347,46.0149
1.03E+03,44.4481,44.2555,44.0735,43.9025,43.7427,43.5945,43.4581,43.3338,43.2219,43.1224,43.0357,42.9618,42.9009,42.8531,42.8186,42.7973,42.7893,42.7947,42.8133,42.8453,42.8904,42.9487,43.0201,43.1043,43.2013,43.3109,43.4328,43.5669,43.7128,43.8704,44.0394,44.2193,44.4099,44.6109,44.8218,45.0424,45.272,45.5105,45.7572,46.0118,46.2738
1.05E+03,44.8083,44.6283,44.4581,44.2982,44.1488,44.0102,43.8826,43.7664,43.6617,43.5687,43.4876,43.4185,43.3616,43.317,43.2847,43.2648,43.2573,43.2624,43.2798,43.3097,43.352,43.4065,43.4732,43.552,43.6427,43.7452,43.8592,43.9846,44.1211,44.2685,44.4264,44.5947,44.773,44.9609,45.1581,45.3643,45.5791,45.8021,46.0328,46.2708,46.5158
1.07E+03,45.1452,44.9768,44.8177,44.6682,44.5285,44.3989,44.2796,44.171,44.0731,43.9861,43.9103,43.8457,43.7925,43.7507,43.7205,43.702,43.695,43.6997,43.7161,43.744,43.7835,43.8345,43.8969,43.9706,44.0555,44.1513,44.2579,44.3752,44.5028,44.6406,44.7883,44.9457,45.1124,45.2881,45.4726,45.6654,45.8662,46.0747,46.2904,46.513,46.742
1.10E+03,45.4603,45.3028,45.154,45.0142,44.8836,44.7624,44.6509,44.5493,44.4577,44.3764,44.3055,44.2451,44.1954,44.1564,44.1281,44.1108,44.1043,44.1087,44.124,44.1501,44.1871,44.2348,44.2932,44.3621,44.4414,44.531,44.6307,44.7404,44.8597,44.9886,45.1267,45.2739,45.4297,45.5941,45.7665,45.9468,46.1346,46.3296,46.5313,46.7394,46.9536
1.14E+03,46.0027,45.864,45.733,45.6098,45.4948,45.3881,45.29,45.2005,45.1199,45.0483,44.9859,44.9327,44.8889,44.8545,44.8297,44.8144,44.8087,44.8126,44.8261,44.8491,44.8816,44.9237,44.9751,45.0357,45.1056,45.1845,45.2723,45.3689,45.474,45.5875,45.7091,45.8386,45.9759,46.1206,46.2725,46.4312,46.5966,46.7682,46.9458,47.1291,47.3177
1.19E+03,46.4802,46.3581,46.2428,46.1344,46.0331,45.9391,45.8527,45.7739,45.7029,45.6399,45.5849,45.5381,45.4996,45.4693,45.4474,45.434,45.429,45.4324,45.4443,45.4646,45.4932,45.5302,45.5755,45.6289,45.6904,45.7599,45.8372,45.9223,46.0148,46.1147,46.2218,46.3359,46.4568,46.5842,46.7179,46.8577,47.0033,47.1544,47.3108,47.4722,47.6382
1.23E+03,46.9008,46.7933,46.6917,46.5962,46.507,46.4243,46.3482,46.2788,46.2164,46.1609,46.1125,46.0712,46.0373,46.0107,45.9914,45.9795,45.9751,45.9781,45.9886,46.0065,46.0317,46.0643,46.1042,46.1512,46.2054,46.2666,46.3347,46.4095,46.491,46.579,46.6733,46.7737,46.8802,46.9923,47.1101,47.2332,47.3614,47.4944,47.6321,47.7742,47.9204
1.28E+03,47.2711,47.1764,47.087,47.0029,46.9244,46.8515,46.7845,46.7234,46.6684,46.6196,46.5769,46.5407,46.5108,46.4873,46.4704,46.4599,46.456,46.4587,46.4679,46.4836,46.5059,46.5346,46.5697,46.6111,46.6588,46.7127,46.7726,46.8385,46.9103,46.9878,47.0708,47.1592,47.2529,47.3517,47.4554,47.5638,47.6767,47.7938,47.9151,48.0402,48.1689
1.32E+03,47.5971,47.5138,47.435,47.361,47.2919,47.2277,47.1687,47.1149,47.0665,47.0235,46.9859,46.954,46.9277,46.907,46.8921,46.8829,46.8795,46.8818,46.8899,46.9038,46.9234,46.9486,46.9795,47.016,47.058,47.1055,47.1582,47.2163,47.2795,47.3477,47.4208,47.4987,47.5812,47.6682,47.7594,47.8549,47.9543,48.0574,48.1642,48.2744,48.3877
1.36E+03,47.8842,47.8108,47.7415,47.6763,47.6154,47.559,47.507,47.4597,47.417,47.3791,47.3461,47.3179,47.2948,47.2766,47.2634,47.2554,47.2523,47.2544,47.2615,47.2737,47.291,47.3132,47.3404,47.3726,47.4095,47.4513,47.4978,47.5489,47.6045,47.6646,47.729,47.7976,47.8702,47.9468,48.0272,48.1112,48.1987,48.2896,48.3836,48.4806,48.5804
1.45E+03,48.3359,48.2781,48.2236,48.1723,48.1245,48.08,48.0392,48.0019,47.9684,47.9386,47.9126,47.8905,47.8722,47.8579,47.8476,47.8412,47.8389,47.8405,47.8461,47.8557,47.8693,47.8868,47.9082,47.9334,47.9625,47.9954,48.0319,48.0721,48.1159,48.1631,48.2138,48.2677,48.3248,48.3851,48.4483,48.5144,48.5832,48.6547,48.7286,48.8049,48.8834
1.54E+03,48.6911,48.6457,48.6028,48.5625,48.5248,48.4899,48.4577,48.4284,48.4021,48.3786,48.3582,48.3408,48.3264,48.3152,48.3071,48.3021,48.3002,48.3015,48.3059,48.3134,48.3241,48.3379,48.3547,48.3746,48.3974,48.4233,48.452,48.4837,48.5181,48.5552,48.5951,48.6375,48.6824,48.7298,48.7795,48.8315,48.8857,48.9419,49,49.06,49.1218
1.63E+03,48.9705,48.9348,48.901,48.8693,48.8397,48.8122,48.787,48.7639,48.7432,48.7247,48.7086,48.695,48.6837,48.6748,48.6684,48.6645,48.663,48.664,48.6675,48.6735,48.6818,48.6927,48.7059,48.7215,48.7395,48.7599,48.7825,48.8073,48.8344,48.8636,48.895,48.9283,48.9637,49.0009,49.0401,49.0809,49.1235,49.1677,49.2135,49.2607,49.3092
1.81E+03,48.9061,48.9012,48.8962,48.8912,48.8862,48.8815,48.8769,48.8726,48.8688,48.8653,48.8623,48.8599,48.858,48.8567,48.856,48.856,48.8566,48.8578,48.8598,48.8623,48.8656,48.8694,48.8739,48.8789,48.8845,48.8905,48.897,48.9039,48.9111,48.9186,48.9263,48.9341,48.9419,48.9496,48.9571,48.9644,48.9712,48.9776,48.9833,48.9882,48.9922
1.83E+03,48.6773,48.7122,48.7406,48.7635,48.782,48.7968,48.8087,48.8183,48.8259,48.832,48.837,48.8411,48.8446,48.8475,48.8502,48.8527,48.855,48.8573,48.8596,48.8619,48.8641,48.8663,48.8684,48.8703,48.8719,48.8731,48.8737,48.8734,48.8721,48.8694,48.8651,48.8585,48.8494,48.837,48.8208,48.7997,48.773,48.7393,48.6973,48.6454,48.5816
1.85E+03,48.3506,48.4241,48.4875,48.5421,48.5889,48.6291,48.6634,48.6927,48.7176,48.7387,48.7565,48.7716,48.7842,48.7948,48.8035,48.8105,48.8162,48.8204,48.8234,48.8251,48.8255,48.8246,48.8222,48.8182,48.8125,48.8046,48.7943,48.7813,48.7651,48.7452,48.7209,48.6916,48.6565,48.6147,48.5651,48.5067,48.438,48.3577,48.264,48.1553,48.0296
1.86E+03,47.9552,48.0652,48.1627,48.2489,48.3249,48.3918,48.4503,48.5014,48.5459,48.5844,48.6175,48.6458,48.6697,48.6896,48.7058,48.7187,48.7283,48.7349,48.7385,48.7391,48.7368,48.7314,48.7227,48.7105,48.6946,48.6746,48.6501,48.6206,48.5854,48.544,48.4956,48.4394,48.3743,48.2995,48.2137,48.1156,48.0039,47.8771,47.7336,47.5716,47.3893
1.88E+03,47.5036,47.6484,47.7787,47.8956,48.0002,48.0935,48.1764,48.2498,48.3144,48.371,48.4201,48.4623,48.4982,48.5281,48.5524,48.5713,48.5851,48.5939,48.5978,48.5969,48.5909,48.5799,48.5636,48.5418,48.5141,48.4801,48.4393,48.3912,48.3351,48.2703,48.1959,48.1111,48.0149,47.9062,47.7838,47.6464,47.4927,47.3211,47.1302,46.9184,46.6837
1.90E+03,47.0024,47.1803,47.3419,47.4884,47.6206,47.7396,47.8463,47.9416,48.026,48.1005,48.1655,48.2217,48.2695,48.3093,48.3415,48.3663,48.384,48.3948,48.3985,48.3954,48.3852,48.3679,48.3431,48.3107,48.2703,48.2214,48.1634,48.0959,48.0181,47.9292,47.8285,47.715,47.5877,47.4455,47.2873,47.1117,46.9176,46.7035,46.4678,46.2091,45.9256
1.92E+03,46.4554,46.665,46.8565,47.0312,47.1899,47.3336,47.4633,47.5795,47.6832,47.7749,47.8553,47.9249,47.9841,48.0335,48.0732,48.1036,48.1248,48.137,48.1402,48.1345,48.1196,48.0955,48.0619,48.0185,47.965,47.9008,47.8255,47.7384,47.6388,47.526,47.3992,47.2575,47.0998,46.9251,46.7323,46.5202,46.2875,46.0329,45.7549,45.4521,45.1229
1.93E+03,45.8654,46.105,46.3251,46.5267,46.7107,46.8781,47.0296,47.166,47.2879,47.3962,47.4912,47.5736,47.6437,47.702,47.7487,47.7841,47.8084,47.8217,47.824,47.8153,47.7955,47.7644,47.7218,47.6673,47.6006,47.5212,47.4286,47.3222,47.2013,47.0652,46.913,46.7439,46.5569,46.3509,46.125,45.878,45.6086,45.3156,44.9975,44.6531,44.2809
1.95E+03,45.2344,45.5026,45.7499,45.9772,46.1853,46.3751,46.5474,46.7029,46.8423,46.9662,47.0751,47.1695,47.2498,47.3164,47.3697,47.4097,47.4366,47.4507,47.4518,47.4399,47.415,47.3768,47.3252,47.2597,47.18,47.0857,46.9762,46.851,46.7094,46.5506,46.3739,46.1785,45.9633,45.7275,45.47,45.1897,44.8854,44.556,44.2001,43.8164,43.4036
1.97E+03,44.564,44.8595,45.1327,45.3843,45.6154,45.8265,46.0186,46.1923,46.3482,46.4869,46.6088,46.7146,46.8045,46.8789,46.9381,46.9823,47.0116,47.0261,47.0257,47.0106,46.9805,46.9353,46.8747,46.7984,46.7061,46.5973,46.4715,46.328,46.1664,45.9859,45.7857,45.565,45.323,45.0587,44.7711,44.4591,44.1217,43.7577,43.366,42.9452,42.494
1.99E+03,43.8559,44.1774,44.4752,44.7501,45.0028,45.2343,45.4451,45.636,45.8075,45.9602,46.0945,46.211,46.3099,46.3916,46.4563,46.5042,46.5355,46.5502,46.5483,46.5298,46.4946,46.4424,46.3731,46.2864,46.1817,46.0589,45.9173,45.7564,45.5756,45.3742,45.1515,44.9067,44.6391,44.3476,44.0313,43.6893,43.3205,42.9238,42.498,42.042,41.5546
2.00E+03,43.1116,43.4579,43.779,44.076,44.3495,44.6002,44.8288,45.036,45.2223,45.3882,45.5342,45.6606,45.768,45.8564,45.9262,45.9776,46.0106,46.0254,46.0219,46,45.9597,45.9008,45.823,45.7261,45.6096,45.4733,45.3165,45.1388,44.9397,44.7183,44.4742,44.2064,43.9143,43.597,43.2535,42.8829,42.4843,42.0565,41.5985,41.1093,40.5875
2.02E+03,42.3327,42.7025,43.0459,43.3638,43.6569,43.9259,44.1714,44.3941,44.5943,44.7727,44.9297,45.0657,45.1809,45.2757,45.3502,45.4047,45.4393,45.454,45.4487,45.4236,45.3783,45.3128,45.2268,45.1201,44.9923,44.843,44.6717,44.478,44.2613,44.0209,43.7563,43.4667,43.1513,42.8094,42.44,42.0423,41.6154,41.1581,40.6697,40.1488,39.5945
2.04E+03,41.6585,42.0471,42.4084,42.7431,43.0519,43.3355,43.5945,43.8295,44.0409,44.2293,44.395,44.5385,44.66,44.7598,44.8381,44.895,44.9308,44.9453,44.9386,44.9107,44.8614,44.7906,44.698,44.5833,44.4463,44.2866,44.1036,43.897,43.6662,43.4106,43.1295,42.8224,42.4884,42.1267,41.7366,41.3173,40.8677,40.3869,39.874,39.328,38.7477
2.05E+03,40.9619,41.3685,41.7468,42.0976,42.4215,42.7191,42.991,43.2378,43.4599,43.6578,43.8319,43.9825,44.11,44.2145,44.2963,44.3556,44.3923,44.4067,44.3986,44.3679,44.3147,44.2387,44.1397,44.0174,43.8716,43.7018,43.5076,43.2886,43.0442,42.7739,42.4771,42.1532,41.8013,41.4208,41.0108,40.5707,40.0994,39.5961,39.0599,38.4897,37.8846
2.06E+03,40.2436,40.6675,41.0622,41.4284,41.7667,42.0777,42.3619,42.62,42.8523,43.0593,43.2414,43.3988,43.532,43.641,43.7262,43.7875,43.8253,43.8394,43.8298,43.7966,43.7395,43.6585,43.5533,43.4237,43.2693,43.0898,42.8849,42.6539,42.3966,42.1122,41.8003,41.4602,41.0912,40.6926,40.2637,39.8036,39.3116,38.7868,38.2282,37.635,37.0061
2.08E+03,39.5046,39.945,40.3554,40.7363,41.0884,41.4122,41.7083,41.9772,42.2192,42.4349,42.6246,42.7885,42.9271,43.0404,43.1287,43.1921,43.2307,43.2446,43.2336,43.1978,43.137,43.0512,42.94,42.8033,42.6407,42.452,42.2366,41.9943,41.7245,41.4266,41.1002,40.7446,40.3592,39.9433,39.4962,39.0171,38.5052,37.9597,37.3798,36.7645,36.1129
2.09E+03,38.7455,39.2019,39.6272,40.0223,40.3876,40.7237,41.0311,41.3102,41.5616,41.7856,41.9826,42.1527,42.2964,42.4138,42.5051,42.5704,42.6099,42.6234,42.6111,42.5728,42.5084,42.4179,42.301,42.1575,41.987,41.7894,41.5641,41.3107,41.0289,40.7182,40.3779,40.0075,39.6063,39.1738,38.7093,38.212,37.6811,37.1158,36.5154,35.879,35.2057
2.11E+03,37.9673,38.4388,38.8786,39.2872,39.6651,40.0129,40.3312,40.6202,40.8805,41.1125,41.3163,41.4924,41.641,41.7623,41.8565,41.9236,41.9638,41.977,41.9633,41.9226,41.8549,41.7598,41.6374,41.4873,41.3093,41.1031,40.8682,40.6044,40.3111,39.9879,39.6343,39.2497,38.8335,38.3851,37.9039,37.3891,36.84,36.2559,35.6359,34.9793,34.2851
2.12E+03,37.1706,37.6567,38.1103,38.5318,38.9219,39.2809,39.6095,39.908,40.1769,40.4164,40.6269,40.8087,40.962,41.087,41.1838,41.2526,41.2935,41.3064,41.2914,41.2484,41.1773,41.078,40.9502,40.7939,40.6086,40.3941,40.1501,39.8762,39.5719,39.2368,38.8704,38.4722,38.0416,37.578,37.0808,36.5493,35.9828,35.3805,34.7418,34.0659,33.3518
2.14E+03,36.3563,36.8564,37.3231,37.757,38.1587,38.5285,38.867,39.1746,39.4516,39.6983,39.9152,40.1024,40.2602,40.3887,40.4881,40.5586,40.6001,40.6127,40.5964,40.5512,40.4769,40.3734,40.2405,40.0781,39.8859,39.6635,39.4107,39.1271,38.8123,38.4658,38.0872,37.676,37.2316,36.7534,36.2409,35.6933,35.1101,34.4906,33.8339,33.1395,32.4064
2.15E+03,35.525,36.0384,36.5178,36.9636,37.3764,37.7565,38.1045,38.4207,38.7055,38.9592,39.1822,39.3745,39.5366,39.6685,39.7704,39.8423,39.8845,39.8968,39.8793,39.8319,39.7545,39.647,39.5093,39.3411,39.1421,38.9122,38.651,38.3581,38.0332,37.6758,37.2855,36.8618,36.4041,35.912,35.3848,34.8219,34.2228,33.5866,32.9128,32.2006,31.4493
2.17E+03,34.6774,35.2037,35.6951,36.1523,36.5757,36.9657,37.3228,37.6473,37.9396,38.2,38.4287,38.626,38.7921,38.9272,39.0315,39.1049,39.1476,39.1596,39.1409,39.0914,39.0111,38.8998,38.7574,38.5836,38.3782,38.1411,37.8718,37.57,37.2354,36.8675,36.466,36.0303,35.56,35.0545,34.5133,33.9358,33.3213,32.6693,31.979,31.2499,30.4811
2.18E+03,33.8143,34.3528,34.8558,35.3239,35.7575,36.157,36.5227,36.8552,37.1546,37.4213,37.6556,37.8576,38.0277,38.1659,38.2723,38.3472,38.3904,38.4021,38.3823,38.3308,38.2476,38.1326,37.9857,37.8066,37.5951,37.351,37.0739,36.7636,36.4198,36.0419,35.6296,35.1825,34.7,34.1817,33.6271,33.0355,32.4064,31.7392,31.0332,30.2878,29.5023
2.20E+03,32.9362,33.4864,34.0006,34.4791,34.9224,35.3309,35.705,36.0451,36.3513,36.6241,36.8637,37.0703,37.2441,37.3852,37.4938,37.57,37.6137,37.6251,37.6042,37.5508,37.4649,37.3464,37.1951,37.0109,36.7935,36.5427,36.2583,35.9398,35.587,35.1996,34.777,34.3189,33.8248,33.2943,32.7268,32.1217,31.4786,30.7968,30.0758,29.3148,28.5133
2.21E+03,32.0437,32.6052,33.13,33.6185,34.0712,34.4884,34.8704,35.2177,35.5306,35.8092,36.0538,36.2648,36.4421,36.586,36.6967,36.7741,36.8184,36.8295,36.8074,36.7522,36.6637,36.5418,36.3864,36.1973,35.9742,35.7171,35.4255,35.0993,34.738,34.3413,33.9089,33.4403,32.9351,32.3928,31.8129,31.195,30.5385,29.8428,29.1073,28.3315,27.5147
2.22E+03,31.2814,31.852,32.3854,32.882,33.3423,33.7665,34.1551,34.5083,34.8264,35.1098,35.3586,35.573,35.7532,35.8995,36.0117,36.0902,36.1348,36.1457,36.1228,36.0661,35.9754,35.8508,35.692,35.4989,35.2713,35.0089,34.7116,34.379,34.0108,33.6066,33.1662,32.6891,32.1748,31.623,31.0331,30.4047,29.7373,29.0302,28.283,27.4951,26.6659
2.24E+03,30.5095,31.0889,31.6307,32.1351,32.6027,33.0337,33.4285,33.7874,34.1107,34.3986,34.6514,34.8692,35.0522,35.2007,35.3145,35.394,35.439,35.4496,35.4259,35.3677,35.275,35.1477,34.9857,34.7887,34.5567,34.2893,33.9864,33.6477,33.2728,32.8614,32.4133,31.9279,31.4049,30.8439,30.2444,29.6059,28.9279,28.2099,27.4515,26.6519,25.8106
2.25E+03,29.7285,30.3164,30.8662,31.3782,31.8528,32.2904,32.6912,33.0556,33.3838,33.6761,33.9327,34.1538,34.3395,34.4901,34.6055,34.6859,34.7312,34.7417,34.7171,34.6575,34.5628,34.433,34.2678,34.0671,33.8308,33.5586,33.2504,32.9057,32.5244,32.1061,31.6505,31.1572,30.6258,30.0559,29.4471,28.7988,28.1107,27.3822,26.6129,25.802,24.9492
